Time,HR,RR,Mode,GSR,SkinT,AccX,AccY,AccZ,outcome
09/03/17 01:45:31,0,0.265472,,0,31.24,-1.005126953125,0.005859375,-0.04443359375,1
09/03/17 01:45:32,71,0.647088,Acquiring,0,31.24,-1.00927734375,0.0048828125,-0.044921875,1
09/03/17 01:45:33,71,0.796416,Acquiring,340330,31.24,-1.009033203125,0.004638671875,-0.047607421875,1
09/03/17 01:45:34,72,0.929152,Acquiring,340330,31.24,-1.005615234375,0.004638671875,-0.044189453125,1
09/03/17 01:45:35,73,1.012112,Acquiring,340330,31.24,-1.005859375,0.005126953125,-0.04443359375,1
09/03/17 01:45:36,73,0.8461919999999999,Acquiring,340330,31.24,-1.005615234375,0.003662109375,-0.04541015625,1
09/03/17 01:45:36,72,0.8461919999999999,Acquiring,340330,31.24,-1.011474609375,0.009033203125,-0.03515625,1
09/03/17 01:45:37,72,0.862784,Acquiring,340330,31.24,-1.009521484375,0.00537109375,-0.0419921875,1
09/03/17 01:45:38,72,0.8461919999999999,Acquiring,340330,31.24,-1.0068359375,0.00537109375,-0.043212890625,1
09/03/17 01:45:39,72,0.8461919999999999,Acquiring,340330,31.24,-1.00634765625,0.00732421875,-0.04248046875,1
09/03/17 01:45:40,72,0.862784,Acquiring,340330,31.24,-1.003662109375,0.004150390625,-0.045654296875,1
09/03/17 01:45:41,72,0.8793759999999999,Acquiring,340330,31.24,-1.009765625,0.005126953125,-0.04248046875,1
09/03/17 01:45:42,72,0.895968,Acquiring,340330,31.24,-1.0126953125,0.0068359375,-0.036376953125,1
09/03/17 01:45:43,72,0.862784,Acquiring,340330,31.24,-1.008056640625,0.00634765625,-0.039306640625,1
09/03/17 01:45:43,72,0.796416,Acquiring,340330,31.24,-1.003173828125,0.00537109375,-0.041259765625,1
09/03/17 01:45:44,71,0.547536,Acquiring,340330,31.24,-1.004638671875,0.005126953125,-0.046875,1
09/03/17 01:45:44,71,0.447984,Acquiring,340330,31.24,-1.001953125,-0.00048828125,-0.04736328125,1
09/03/17 01:45:45,71,0.647088,Acquiring,340330,31.24,-1.00634765625,0.0068359375,-0.0419921875,1
09/03/17 01:45:46,71,0.6968639999999999,Acquiring,340330,31.24,-1.008056640625,0.004638671875,-0.04443359375,1
09/03/17 01:45:46,71,0.813008,Acquiring,340330,31.24,-1.008544921875,0.005859375,-0.040283203125,1
09/03/17 01:45:48,71,1.095072,Acquiring,340330,31.24,-1.001220703125,0.005126953125,-0.04541015625,1
09/03/17 01:45:48,72,0.813008,Acquiring,340330,31.24,-1.0087890625,0.007568359375,-0.037109375,1
09/03/17 01:45:49,72,0.597312,Acquiring,340330,31.24,-1.010986328125,0.00537109375,-0.04248046875,1
09/03/17 01:45:49,72,0.365024,Acquiring,340330,31.24,-1.0048828125,0.00439453125,-0.043701171875,1
09/03/17 01:45:51,72,0.862784,Acquiring,340330,31.24,-1.008544921875,0.0068359375,-0.03955078125,1
09/03/17 01:45:51,73,0.7300479999999999,Acquiring,340330,31.24,-1.004638671875,0.005615234375,-0.047119140625,1
09/03/17 01:45:52,73,0.8461919999999999,Acquiring,340330,31.24,-1.0087890625,0.005126953125,-0.046875,1
09/03/17 01:45:53,73,0.895968,Acquiring,340330,31.24,-1.008056640625,0.00830078125,-0.03857421875,1
09/03/17 01:45:53,73,0.547536,Acquiring,340330,31.24,-1.010009765625,0.005615234375,-0.039306640625,1
09/03/17 01:45:53,73,0.116144,Acquiring,340330,31.24,-1.006591796875,0.002685546875,-0.044921875,1
09/03/17 01:45:54,73,0.149328,Acquiring,340330,31.24,-1.00341796875,0.0048828125,-0.04248046875,1
09/03/17 01:45:55,72,0.99552,Acquiring,340330,31.24,-1.009521484375,0.00390625,-0.0458984375,1
09/03/17 01:45:55,73,0.4148,Acquiring,340330,31.24,-1.01220703125,0.008056640625,-0.040283203125,1
09/03/17 01:45:56,73,0.547536,Acquiring,340330,31.24,-1.009521484375,0.0048828125,-0.041259765625,1
09/03/17 01:45:56,73,0.5143519999999999,Acquiring,340330,31.24,-1.00634765625,0.0048828125,-0.047607421875,1
09/03/17 01:45:57,73,0.613904,Acquiring,340330,31.24,-1.00390625,0.0048828125,-0.04248046875,1
09/03/17 01:45:57,74,0.779824,Acquiring,340330,31.24,-1.00244140625,0.005859375,-0.04443359375,1
09/03/17 01:45:58,75,0.530944,Acquiring,340330,31.24,-1.0107421875,0.006591796875,-0.0419921875,1
09/03/17 01:45:59,75,0.862784,Acquiring,340330,31.24,-1.012451171875,0.007568359375,-0.037109375,1
09/03/17 01:46:00,75,0.796416,Acquiring,340330,31.24,-1.004638671875,0.0048828125,-0.043701171875,1
09/03/17 01:46:00,74,0.58072,Acquiring,340330,31.24,-1.005859375,0.0048828125,-0.046875,1
09/03/17 01:46:01,74,0.7632319999999999,Acquiring,340330,31.24,-1.011962890625,0.007568359375,-0.039306640625,1
09/03/17 01:46:03,74,0.796416,Acquiring,340330,31.15,-1.00390625,0.0029296875,-0.0439453125,1
09/03/17 01:46:03,74,0.929152,Acquiring,340330,31.15,-1.003662109375,0.001953125,-0.05078125,1
09/03/17 01:46:03,74,0.680272,Acquiring,340330,31.15,-1.006591796875,0.006591796875,-0.047119140625,1
09/03/17 01:46:04,74,0.6968639999999999,Acquiring,340330,31.15,-1.008056640625,0.0087890625,-0.042724609375,1
09/03/17 01:46:05,74,0.7300479999999999,Acquiring,340330,31.15,-1.004150390625,0.004638671875,-0.05859375,1
09/03/17 01:46:06,75,0.647088,Acquiring,340330,31.15,-1.0107421875,0.00634765625,-0.04296875,1
09/03/17 01:46:06,75,0.431392,Acquiring,340330,31.15,-1.00244140625,0.005615234375,-0.048583984375,1
09/03/17 01:46:07,75,0.597312,Acquiring,340330,31.15,-1.0048828125,0.004638671875,-0.04345703125,1
09/03/17 01:46:08,75,0.7300479999999999,Acquiring,340330,31.15,-1.0087890625,0.00537109375,-0.041748046875,1
09/03/17 01:46:08,75,0.5143519999999999,Acquiring,340330,31.15,-1.010498046875,0.007080078125,-0.041015625,1
09/03/17 01:46:10,76,0.647088,Acquiring,340330,31.15,-1.013427734375,0.009033203125,-0.04052734375,1
09/03/17 01:46:10,76,0.33184,Acquiring,340330,31.15,-1.01025390625,0.005859375,-0.0419921875,1
09/03/17 01:46:10,77,0.5143519999999999,Acquiring,340330,31.15,-1.0048828125,0.006103515625,-0.04541015625,1
09/03/17 01:46:10,77,0.33184,Acquiring,340330,31.15,-1.006103515625,0.005615234375,-0.0458984375,1
09/03/17 01:46:11,78,0.862784,Acquiring,340330,31.15,-1.006103515625,0.00439453125,-0.04443359375,1
09/03/17 01:46:11,79,0.8296,Acquiring,340330,31.15,-1.010498046875,0.00537109375,-0.04296875,1
09/03/17 01:46:12,79,0.74664,Acquiring,340330,31.15,-1.008056640625,0.0087890625,-0.041259765625,1
09/03/17 01:46:13,79,0.713456,Acquiring,340330,31.15,-1.005615234375,0.007080078125,-0.03857421875,1
09/03/17 01:46:14,78,0.779824,Acquiring,340330,31.15,-1.0029296875,0.005615234375,-0.045166015625,1
