Time,HR,RR,Mode,GSR,SkinT,AccX,AccY,AccZ,outcome
05/03/17 23:55:50,80,0.597312,Acquiring,340330,27.39,-1.00537109375,0.10205078125,-0.015380859375,1
05/03/17 23:55:50,80,0.6636799999999999,Acquiring,340330,27.39,-1.000732421875,0.09521484375,-0.013916015625,1
05/03/17 23:55:50,80,0.464576,Acquiring,340330,27.39,-1.004150390625,0.100341796875,-0.015380859375,1
05/03/17 23:55:50,80,0.365024,Acquiring,340330,27.39,-1.0048828125,0.09765625,-0.010009765625,1
05/03/17 23:55:51,80,0.796416,Acquiring,340330,27.39,-1.0029296875,0.09912109375,-0.0166015625,1
05/03/17 23:55:52,80,0.6636799999999999,Acquiring,340330,27.39,-1.001953125,0.094970703125,-0.012939453125,1
05/03/17 23:55:52,80,0.713456,Acquiring,340330,27.39,-1.005126953125,0.09912109375,-0.0087890625,1
05/03/17 23:55:53,80,0.647088,Acquiring,340330,27.39,-1.005615234375,0.104736328125,-0.016357421875,1
05/03/17 23:55:54,80,1.095072,Acquiring,340330,27.39,-1.001708984375,0.0947265625,-0.01220703125,1
05/03/17 23:55:55,80,0.398208,Acquiring,340330,27.39,-1.002685546875,0.096923828125,-0.0126953125,1
05/03/17 23:55:55,80,0.564128,Acquiring,340330,27.39,-1.003662109375,0.1015625,-0.015625,1
05/03/17 23:55:56,80,0.713456,Acquiring,340330,27.39,-1.002197265625,0.094970703125,-0.01318359375,1
05/03/17 23:55:57,80,0.547536,Acquiring,340330,27.39,-1.006103515625,0.1025390625,-0.014892578125,1
05/03/17 23:55:57,80,0.647088,Acquiring,340330,27.39,-1.00244140625,0.094482421875,-0.01123046875,1
05/03/17 23:55:57,80,0.182512,Acquiring,340330,27.39,-1.004638671875,0.097900390625,-0.016357421875,1
05/03/17 23:55:58,80,0.7300479999999999,Acquiring,340330,27.39,-1.003173828125,0.099365234375,-0.010986328125,1
05/03/17 23:55:59,80,0.7300479999999999,Acquiring,340330,27.39,-1.005615234375,0.102294921875,-0.01708984375,1
