Time,HR,RR,Mode,GSR,SkinT,AccX,AccY,AccZ,outcome
26/02/17 22:23:46,75.000000,0.829600,Locked,340330.000,28.450,-0.708,0.258,0.703,1
26/02/17 22:23:46,74.000000,0.564128,Acquiring,340330.000,28.450,-1.307,0.817,-0.021,1
26/02/17 22:23:47,74.000000,0.613904,Acquiring,340330.000,28.450,-0.250,0.949,-0.302,1
26/02/17 22:23:48,74.000000,0.813008,Acquiring,340330.000,28.450,-0.680,0.781,-0.696,1
26/02/17 22:23:48,74.000000,0.232288,Acquiring,340330.000,28.450,-0.554,1.329,-1.305,1
26/02/17 22:23:49,74.000000,0.613904,Acquiring,340330.000,28.450,0.563,0.560,-0.625,1
26/02/17 22:23:49,74.000000,0.116144,Acquiring,340330.000,28.450,0.732,0.434,-0.328,1
26/02/17 22:23:50,74.000000,0.232288,Acquiring,340330.000,28.450,0.523,0.576,-0.613,1
26/02/17 22:23:50,74.000000,0.265472,Acquiring,340330.000,28.450,0.544,0.630,-0.633,1
26/02/17 22:23:50,74.000000,0.232288,Acquiring,340330.000,28.450,0.515,0.570,-0.618,1
26/02/17 22:23:51,74.000000,0.564128,Acquiring,340330.000,28.450,0.428,0.469,-0.766,1
26/02/17 22:23:51,74.000000,0.265472,Acquiring,340330.000,28.450,0.467,0.620,-0.625,1
26/02/17 22:23:52,74.000000,0.680272,Acquiring,340330.000,28.450,0.519,0.727,-0.428,1
26/02/17 22:23:53,74.000000,0.912560,Acquiring,340330.000,28.450,-0.058,0.578,-0.826,1
26/02/17 22:23:54,74.000000,1.178032,Acquiring,340330.000,28.450,-0.123,0.359,-0.728,1
26/02/17 22:23:55,74.000000,0.564128,Acquiring,340330.000,28.450,-0.299,0.608,-0.746,1
26/02/17 22:23:56,74.000000,0.929152,Acquiring,340330.000,28.450,0.690,0.578,-0.504,1
26/02/17 22:23:56,74.000000,0.630496,Acquiring,340330.000,28.950,0.824,0.342,-0.494,1
26/02/17 22:23:58,74.000000,0.929152,Acquiring,340330.000,28.950,0.498,0.462,-0.621,1
26/02/17 22:23:58,74.000000,0.929152,Acquiring,340330.000,28.950,0.353,0.589,-0.783,1
26/02/17 22:23:59,72.000000,0.895968,Acquiring,340330.000,28.950,0.669,0.493,-0.586,1
26/02/17 22:24:01,72.000000,0.630496,Acquiring,340330.000,28.950,0.580,0.562,-0.762,1
26/02/17 22:24:02,72.000000,0.846192,Acquiring,340330.000,28.950,1.452,-0.850,0.453,1
26/02/17 22:24:04,72.000000,0.929152,Acquiring,340330.000,28.950,-0.130,-0.488,0.635,1
26/02/17 22:24:05,72.000000,0.912560,Acquiring,340330.000,28.950,-0.308,-0.362,0.692,1
26/02/17 22:24:06,70.000000,0.796416,Acquiring,340330.000,28.950,-0.657,-0.417,0.854,1
26/02/17 22:24:06,70.000000,0.315248,Acquiring,340330.000,28.950,-0.452,-0.184,0.722,1
26/02/17 22:24:07,70.000000,0.647088,Acquiring,340330.000,28.950,-1.026,0.223,0.623,1
26/02/17 22:24:07,70.000000,0.082960,Acquiring,340330.000,28.950,-1.026,0.223,0.623,1
26/02/17 22:24:07,70.000000,0.165920,Acquiring,14058.000,28.950,-0.845,-0.211,0.724,1
26/02/17 22:24:07,70.000000,0.215696,Acquiring,14058.000,28.950,-0.794,-0.295,0.650,1
26/02/17 22:24:09,70.000000,0.597312,Acquiring,11720.000,28.950,-0.263,1.027,-0.259,1
26/02/17 22:24:09,70.000000,0.315248,Acquiring,40373.000,28.950,-0.341,1.112,-1.044,1
26/02/17 22:24:10,70.000000,0.547536,Acquiring,40373.000,28.950,0.233,0.688,-0.788,1
26/02/17 22:24:10,70.000000,0.132736,Acquiring,340330.000,28.950,0.345,0.699,-0.625,1
26/02/17 22:24:11,70.000000,0.497760,Acquiring,340330.000,28.950,0.455,0.666,-0.463,1
26/02/17 22:24:11,70.000000,0.033184,Acquiring,340330.000,28.950,0.310,0.687,-0.547,1
26/02/17 22:24:11,70.000000,0.414800,Acquiring,340330.000,28.950,0.277,0.714,-0.547,1
26/02/17 22:24:12,70.000000,0.248880,Acquiring,340330.000,28.950,0.519,0.540,-0.755,1
26/02/17 22:24:13,70.000000,0.613904,Acquiring,340330.000,28.950,0.493,0.299,-0.863,1
26/02/17 22:24:13,70.000000,0.315248,Acquiring,340330.000,28.950,0.283,0.466,-0.054,1
26/02/17 22:24:13,70.000000,0.199104,Acquiring,48951.000,28.950,0.324,0.571,-0.794,1
26/02/17 22:24:14,70.000000,0.713456,Acquiring,340330.000,28.950,0.385,0.520,-0.713,1
26/02/17 22:24:14,70.000000,0.398208,Acquiring,340330.000,28.950,0.342,0.515,-0.735,1
26/02/17 22:24:14,70.000000,0.447984,Acquiring,340330.000,28.950,0.269,0.503,-0.786,1
26/02/17 22:24:14,70.000000,0.082960,Acquiring,340330.000,28.950,0.221,0.621,-0.962,1
26/02/17 22:24:15,70.000000,0.348432,Acquiring,9722.000,28.950,0.339,0.496,-0.925,1
26/02/17 22:24:15,70.000000,0.165920,Acquiring,9694.000,28.950,0.297,0.521,-0.793,1
